releasedate,aw_contractperiod_startdate,aw_contractperiod_enddate,buyer,buyer_matched_name,level1,ocid,aw_supplier_name,aw_value,aw_total_suppliers,aw_value_currency
2017-06-24 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-240535-2017,UNIFIED OS LTD,13000000.0,1,GBP
2017-06-24 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-240535-2017,CYFOR Ltd,13000000.0,1,GBP
2017-06-24 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-240535-2017,WordWave International Ltd,13000000.0,1,GBP
2017-06-24 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-240535-2017,KPMG LLP,13000000.0,1,GBP
2017-06-24 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-240535-2017,Legastat Ltd,13000000.0,1,GBP
2017-06-24 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-240535-2017,MD5 Ltd,13000000.0,1,GBP
2017-06-24 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-240535-2017,PA Consulting Services Limited,13000000.0,1,GBP
2017-06-24 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-240535-2017,UNIFIED OS LTD,13000000.0,1,GBP
2017-01-20 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-022696-2017,Health Management Ltd,3200000.0,1,GBP
2019-12-18 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-600867-2019,A link to the full list of successful supplier can be found in Section VI.3) Additional information,40000000.0,1,GBP
2019-04-02 11:11:39+00,2018-12-01 00:00:00+00,2020-03-31 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-853eb026-f686-4f2c-be15-d80992fc2d70,IDOX PLC,739323,1,GBP
2019-04-11 14:37:59+00,2019-03-31 00:00:00+00,2020-04-01 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-eb905865-ec05-4092-a55e-e90b9c5be555,THE PRESS ASSOCIATION LIMITED,37464,1,GBP
2017-04-07 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-131430-2017,Advanced Demand Side Management Ltd,960000000.0,1,GBP
2017-04-07 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-131430-2017,Cadantis Associates Limited,,1,
2017-04-07 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-131430-2017,Smith Bellerby Ltd,,1,
2017-04-07 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-131430-2017,Waterscan Limited,,1,
2017-04-07 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-131430-2017,Zeco Energy Ltd,,1,
2017-04-07 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-131430-2017,Affinity for Business (Retail) Ltd,960000000.0,1,GBP
2017-04-07 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-131430-2017,Anglian Water Business (National) Ltd,960000000.0,1,GBP
2017-04-07 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-131430-2017,Castle Water Limited,960000000.0,1,GBP
2017-04-07 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-131430-2017,Pennon Water Services Limited,960000000.0,1,GBP
2017-04-07 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-131430-2017,Scottish Water Business Stream Limited,960000000.0,1,GBP
2017-04-07 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-131430-2017,Three Sixty Water Services Ltd,960000000.0,1,GBP
2017-04-07 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-131430-2017,Water Plus Limited,960000000.0,1,GBP
2017-04-07 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-131430-2017,NWG Business Limited,960000000.0,1,GBP
2019-05-09 14:46:31+00,2019-03-06 00:00:00+00,2019-06-06 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-36fa6fbf-3599-42fa-a165-6a5f9f510240,Moloney Search Ltd.,30045,1,GBP
2019-05-31 11:45:01+00,2019-04-08 00:00:00+00,2019-08-08 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-8f6fdc34-0ea7-4e57-bcfb-dcd803be99cc,HELPFUL TECHNOLOGY LTD,9790,1,GBP
2019-06-11 12:56:26+00,2019-06-11 00:00:00+00,2020-12-31 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-3af6d9c3-4175-47e5-8f9d-7e5fd58422e2,PALATINE RESEARCH AND DATA LIMITED,7000,1,GBP
2019-07-10 09:36:24+00,2019-03-11 00:00:00+00,2020-03-10 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-648df47d-10ac-4168-9e55-4dd8659494be,BARNETT WADDINGHAM LLP,61300,1,GBP
2019-03-08 10:22:54+00,2019-03-08 00:00:00+00,2019-07-31 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-5c91b742-bbd5-4af4-867c-3c80c4a2d641,SIGHTLINE MEDIA LTD,75253,1,GBP
2019-04-02 11:27:14+00,2018-12-01 00:00:00+00,2020-03-31 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-64f35445-a844-4c14-88cd-19cdb87897b0,XPRESS SOFTWARE SOLUTIONS LIMITED,638180.1,1,GBP
2019-04-23 10:52:22+00,2018-08-01 00:00:00+00,2021-07-31 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-10959411-6fa6-434e-8c0c-7f900714b7bf,Pendragon Plc,71300,1,GBP
2019-05-15 15:21:57+00,2019-04-11 00:00:00+00,2021-04-09 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-933b6c25-025e-47e9-aa09-b9882a4a5de0,Kings College London,183000,1,GBP
2017-06-15 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial,,,ocds-0c46vo-0133-227909-2017,"Please refer to URL below for details of successful Suppliers who have been awarded a Framework Agreement, subject to signature",,1,
2017-06-15 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial,,,ocds-0c46vo-0133-227909-2017,"Please refer to URL below for details of successful Suppliers who have been awarded a Framework Agreement, subject to signature",,1,
2017-06-15 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial,,,ocds-0c46vo-0133-227909-2017,"Please refer to URL below for details of successful Suppliers who have been awarded a Framework Agreement, subject to signature",,1,
2017-08-12 00:00:00+00,,,"The Minister for the Cabinet Office acting through Crown Commercial Service, part of the Crown",,,ocds-0c46vo-0133-319170-2017,British Gas Trading Ltd,60000000.0,1,GBP
2018-11-15 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-504004-2018,Barclays Bank Plc,9856000000.0,1,GBP
2018-11-15 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-504004-2018,Post Office Limited,60000000.0,1,GBP
2018-11-15 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-504004-2018,HSBC Bank plc,9856000000.0,1,GBP
2018-11-15 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-504004-2018,Lloyds Bank Plc,9856000000.0,1,GBP
2018-11-15 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-504004-2018,National Westminster Bank Plc,9856000000.0,1,GBP
2018-11-15 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-504004-2018,Allpay Limited,84000000.0,1,GBP
2018-11-15 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-504004-2018,Post Office Limited,84000000.0,1,GBP
2018-11-15 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-504004-2018,Prepaid Financial Services Limited,84000000.0,1,GBP
2018-11-15 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-504004-2018,Sodexo Motivation Solutions UK Ltd,84000000.0,1,GBP
2018-11-15 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-504004-2018,i-movo Limited,60000000.0,1,GBP
2018-12-14 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-551339-2018,List of successfully awarded suppliers can be accessed via the URL below,33000000.0,1,GBP
2018-12-14 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-551339-2018,List of successfully awarded suppliers can be accessed via the URL below,33000000.0,1,GBP
2018-12-14 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-551339-2018,List of successfully awarded suppliers can be accessed via the URL below,33000000.0,1,GBP
2018-12-14 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-551339-2018,List of successfully awarded suppliers can be accessed via the URL below,33000000.0,1,GBP
2018-12-14 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-551339-2018,List of successfully awarded suppliers can be accessed via the URL below,33000000.0,1,GBP
2018-12-14 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-551339-2018,List of successfully awarded suppliers can be accessed via the URL below,62500000.0,1,GBP
2018-12-14 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-551339-2018,List of successfully awarded suppliers can be accessed via the URL below,62500000.0,1,GBP
2018-12-14 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-551339-2018,List of successfully awarded suppliers can be accessed via the URL below,10000000.0,1,GBP
2019-12-18 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-600867-2019,A link to the full list of successful supplier can be found in Section VI.3) Additional information,400000000.0,1,GBP
2019-12-18 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-600867-2019,A link to the full list of successful supplier can be found in Section VI.3) Additional information,60000000.0,1,GBP
2018-06-26 00:00:00+00,,,The minister of the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-274088-2018,Manning Gottleib OMD,800000000.0,1,GBP
2018-11-29 10:35:13+00,2019-03-01 00:00:00+00,2024-02-28 00:00:00+00,Crown Commercial Service : Cabinet Office,,,ocds-0c46vo-0001-754314c1-a814-4e70-b065-8a9d4dc3205f,ENGIE SERVICES LIMITED,4945023.07,1,GBP
2018-12-07 15:33:14+00,2018-12-01 00:00:00+00,2020-11-30 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-3977cb8b-4c3d-4605-b338-fd7e710117ea,TIDEY ELECTRICAL LIMITED,42779.92,1,GBP
2019-07-08 12:13:25+00,2018-04-30 00:00:00+00,2019-04-30 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-e21f4bf0-b36f-4045-ae4e-850378f1e59d,Accenture (UK) Ltd,5000000,1,GBP
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,23 RED Ltd,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Freud Communications Ltd,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,George & Dragon London Llp,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Grayling Communications Ltd,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Havas UK Limited,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Cello Signal Limited,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Kindred Agency Ltd,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Lucky Generals Ltd,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,M&C Saatchi UK plc,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Manning Gottlieb OMD,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Mediaedge:cia UK Ltd,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Blue State Digital UK Ltd,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Mother London Ltd,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,MSQ Partners Group Limited,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,MullenLowe London LTD,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Independent Campaigns Partnership,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Ogilvy & Mather Group (Holdings) Ltd,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,OLIVER,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,OMD UK,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Young & Rubicam Ltd,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Link to contracts finder,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Breakthrough Media Network Ltd,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Creston Unlimited Limited,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,DDB UK Ltd,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Engine Partners UK LLP,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,FCB Inferno,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Four Communications Group Ltd,,1,
2017-01-11 00:00:00+00,,,The Minister for the Cabinet Office acting through Crown Commercial Service,,,ocds-0c46vo-0133-011135-2017,Freshwater UK plc,,1,
2018-12-06 15:30:02+00,2018-10-19 00:00:00+00,2021-10-18 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-e0953e9f-946a-49e7-8e5b-33053298b911,WAVEMAKER LIMITED,10000000,1,GBP
2019-02-15 10:37:02+00,2018-11-26 00:00:00+00,2019-02-20 00:00:00+00,Civil Service Employee Policy : Cabinet Office,,,ocds-0c46vo-0001-d1704f98-76b2-46d7-a541-7d5047cbdfa9,KORN FERRY (UK) LIMITED,54560,1,GBP
2019-04-04 10:10:46+00,2019-03-01 00:00:00+00,2019-04-25 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-0f578762-06ee-4afa-889e-5c8d77aafb5b,Deloitte LLP,68300,1,GBP
2019-04-09 13:30:07+00,2019-03-18 00:00:00+00,2021-03-17 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-c8cdd77e-4b04-4a8b-bd3f-f69b94ed66ad,Cyber-Duck Ltd,141000,1,GBP
2019-04-02 11:48:08+00,2018-12-01 00:00:00+00,2020-03-31 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-3bd710e3-e653-4757-9a9a-9623a1f40559,DUMFRIES &amp; GALLOWAY COUNCIL,58609.26,1,GBP
2019-06-05 17:05:19+00,2018-12-21 00:00:00+00,2019-12-20 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-2a086f2b-4120-45f3-b464-be7604092a47,Breakthrough Media Network Ltd.,266100.88,1,GBP
2019-02-22 15:08:51+00,2019-02-15 00:00:00+00,2021-12-31 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-e7a1a8de-a6ed-4b22-8301-3e70c69d818e,E2E-ASSURE LIMITED,355828,1,GBP
2019-02-22 15:08:51+00,2019-02-15 00:00:00+00,2021-12-31 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-e7a1a8de-a6ed-4b22-8301-3e70c69d818e,E2E-ASSURE LIMITED,355828,1,GBP
2019-02-22 15:08:51+00,2019-02-15 00:00:00+00,2021-12-31 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-e7a1a8de-a6ed-4b22-8301-3e70c69d818e,E2E-ASSURE LIMITED,355828,1,GBP
2019-02-22 15:08:51+00,2019-02-15 00:00:00+00,2021-12-31 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-e7a1a8de-a6ed-4b22-8301-3e70c69d818e,E2E-ASSURE LIMITED,355828,1,GBP
2019-02-22 15:08:51+00,2019-02-15 00:00:00+00,2021-12-31 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-e7a1a8de-a6ed-4b22-8301-3e70c69d818e,E2E-ASSURE LIMITED,355828,1,GBP
2019-02-22 15:08:51+00,2019-02-15 00:00:00+00,2021-12-31 00:00:00+00,Cabinet Office,CABINET OFFICE,Central Government,ocds-0c46vo-0001-e7a1a8de-a6ed-4b22-8301-3e70c69d818e,E2E-ASSURE LIMITED,355828,1,GBP
