buyer_name_clean,ocid,level1,sic_code,sic_string,start_date,end_date,co2_pm
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-145899,,69201,Accounting and auditing activities,2020-12-01,2022-06-30,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-142734,,86210,General medical practice activities,2020-12-01,2022-11-30,0.7996275052469136
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-146073,,71111,Architectural activities,2020-12-01,2022-06-30,0.6520368835416667
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-142755,,69201,Accounting and auditing activities,2020-12-01,2022-11-30,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-143490,,70229,Management consultancy activities other than financial management,2020-12-01,2022-11-30,2.2697784445587654
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-144028,,62020,Information technology consultancy activities,2020-12-01,2022-11-30,0.7362593802469136
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-145986,,69201,Accounting and auditing activities,2020-12-01,2022-11-30,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-142822,,69201,Accounting and auditing activities,2020-12-01,2022-11-30,0
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-158195,,43290,Other construction installation,2020-12-01,2052-12-01,2.12094545687885
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-145990,,69201,Accounting and auditing activities,2020-12-01,2022-11-30,0
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-152697,,71122,Engineering related scientific and technical consulting activities,2020-12-03,2022-12-02,0.6218525333333333
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-137123,,29100,Manufacture of motor vehicles,2020-12-04,2025-12-03,17.49817906939897
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-147363,,43290,Other construction installation,2020-12-07,2024-12-31,2.253088888888889
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-145027,,43290,Other construction installation,2020-12-08,2024-12-31,5.1241071428571425
DEPARTMENT OF POLICE,ocds-0c46vo-0517-142400,,28230,Manufacture of office machinery and equipment (except computers and peripheral equipment),2020-12-09,2023-12-08,0.2502287934186472
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-142738,,30990,Manufacture of other transport equipment n.e.c.,2020-12-16,2025-12-15,8.419809227178082
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-98543,,71122,Engineering related scientific and technical consulting activities,2020-12-16,2025-12-15,0.25000027397260277
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-151788,,43110,Demolition,2020-12-18,2025-12-31,4.771733523654159
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-147364,,43290,Other construction installation,2020-12-18,2024-12-31,1.4444837177747625
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-146298,,43290,Other construction installation,2020-12-18,2051-12-18,1.0074423688394276
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-147367,,43290,Other construction installation,2020-12-18,2024-12-31,6.190644504748982
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-149205,,61100,Wired telecommunications activities,2020-12-28,2024-12-28,0.5204774127310061
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-186751,,86900,Other human health activities,2021-01-01,2023-01-31,0.038421094736842104
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-144503,,62020,Information technology consultancy activities,2021-01-01,2022-12-31,0.42057659259259256
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-158324,,30300,Manufacture of air and spacecraft and related machinery,2021-01-01,2022-09-30,3.437994348508634
DEPT OF STREETS & SANITATION,ocds-0c46vo-0517-110170,,38210,Treatment and disposal of non,2021-01-01,2026-01-01,161.2982852398587
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-144502,,62020,Information technology consultancy activities,2021-01-01,2022-12-31,0.42057659259259256
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-157734,,88100,Social work activities without accommodation for the elderly and disabled,2021-01-01,2022-09-30,0.1432497645211931
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-141382,,69201,Accounting and auditing activities,2021-01-01,2022-12-31,0
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176926,,56210,Event catering activities,2021-01-01,2022-12-31,0.1460335390946502
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-178591,,90030,Artistic creation,2021-01-01,2022-12-31,0.001668954732510288
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-177126,,90030,Artistic creation,2021-01-01,2022-12-31,0.00208619341563786
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154298,,62020,Information technology consultancy activities,2021-01-01,2022-09-30,0.04774992150706436
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-144785,,86900,Other human health activities,2021-01-01,2022-12-31,0.8411531851851851
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154299,,72190,Other research and experimental development on natural sciences and engineering,2021-01-01,2022-09-30,0.09549984301412873
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176317,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-12-31,0.015855069958847737
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176298,,70229,Management consultancy activities other than financial management,2021-01-01,2022-12-31,0.04005491358024691
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177980,,79110,Travel agency activities,2021-01-01,2022-12-31,0.1251716049382716
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-183285,,43290,Other construction installation,2021-01-01,2022-12-31,0.1877574074074074
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-144501,,62020,Information technology consultancy activities,2021-01-01,2022-12-31,0.42057659259259256
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176206,,86900,Other human health activities,2021-01-01,2022-12-31,0.025034320987654318
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-158755,,78200,Temporary employment agency activities,2021-01-01,2022-09-30,0
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176318,,70229,Management consultancy activities other than financial management,2021-01-01,2022-12-31,0.00417238683127572
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-160893,,73110,Advertising agencies,2021-01-01,2022-05-31,0
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176693,,73110,Advertising agencies,2021-01-01,2022-12-31,0
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-177801,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-12-31,0.00834477366255144
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-151973,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.02387496075353218
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176299,,90030,Artistic creation,2021-01-01,2022-12-31,0.0208619341563786
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-144507,,62020,Information technology consultancy activities,2021-01-01,2022-12-31,0.42057659259259256
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154290,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.04774992150706436
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-177125,,43290,Other construction installation,2021-01-01,2022-12-31,0.0208619341563786
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176903,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-12-31,0.00834477366255144
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-157737,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.04774992150706436
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-186748,,88100,Social work activities without accommodation for the elderly and disabled,2021-01-01,2022-12-31,0.0062585802469135796
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176890,,70229,Management consultancy activities other than financial management,2021-01-01,2022-12-31,0.01668954732510288
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-151970,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.02387496075353218
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-144515,,62020,Information technology consultancy activities,2021-01-01,2022-12-31,0.42057659259259256
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154300,,69201,Accounting and auditing activities,2021-01-01,2022-09-30,0
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176304,,70229,Management consultancy activities other than financial management,2021-01-01,2022-12-31,0.03337909465020576
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-157742,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.04774992150706436
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-157733,,27400,Manufacture of electric lighting equipment,2021-01-01,2022-09-30,0.7162488226059655
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154286,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.33902444270015697
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176928,,70229,Management consultancy activities other than financial management,2021-01-01,2022-12-31,0.00417238683127572
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-158754,,62020,Information technology consultancy activities,2021-01-01,2022-09-30,0.04774992150706436
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154288,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.04774992150706436
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177937,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-12-31,0.027037066666666665
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-177794,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-12-31,0.0208619341563786
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154296,,69201,Accounting and auditing activities,2021-01-01,2022-09-30,0
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176934,,82301,Activities of exhibition and fair organisers,2021-01-01,2022-12-31,0.050068641975308636
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154294,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.04774992150706436
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-157748,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.04774992150706436
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-175369,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.04774992150706436
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177939,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-12-31,0.003004118518518518
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-144516,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-12-31,1.1217044757201646
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-177800,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-12-31,0.00208619341563786
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177930,,79110,Travel agency activities,2021-01-01,2022-12-31,1.2767503703703704
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154105,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.04774992150706436
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154304,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.04774992150706436
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-144514,,74209,Photographic activities not elsewhere classified,2021-01-01,2022-12-31,0.8411531851851851
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-181535,,43110,Demolition,2021-01-01,2025-12-31,0.1666668493150685
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-152002,,88100,Social work activities without accommodation for the elderly and disabled,2021-01-01,2023-04-30,0.7168883003533569
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-186750,,78200,Temporary employment agency activities,2021-01-01,2022-12-31,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-151971,,62020,Information technology consultancy activities,2021-01-01,2022-09-30,0.03342494505494505
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176310,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-12-31,0.01668954732510288
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-158046,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.10982481946624803
DEPT OF STREETS & SANITATION,ocds-0c46vo-0517-110168,,38210,Treatment and disposal of non,2021-01-01,2026-01-01,719.9686623948992
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154293,,62020,Information technology consultancy activities,2021-01-01,2022-09-30,0.04774992150706436
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-157739,,70229,Management consultancy activities other than financial management,2021-01-01,2022-09-30,0.09549984301412873
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-167736,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.04774992150706436
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-177127,,70229,Management consultancy activities other than financial management,2021-01-01,2022-12-31,0.00417238683127572
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-146595,,20510,Manufacture of explosives,2021-01-01,2022-12-31,1.6272308641975308
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177938,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-12-31,0.01627230864197531
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-151965,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.02387496075353218
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154292,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.04774992150706436
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-151966,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.02387496075353218
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176302,,43290,Other construction installation,2021-01-01,2022-12-31,0.19610218106995883
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-173521,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-12-31,18.7494547037037
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154109,,70229,Management consultancy activities other than financial management,2021-01-01,2022-09-30,0.2864995290423862
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-144499,,26400,Manufacture of consumer electronics,2021-01-01,2022-12-31,1.2617297777777776
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176889,,43290,Other construction installation,2021-01-01,2022-12-31,0.0834477366255144
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-144506,,86101,Hospital activities,2021-01-01,2022-12-31,0.8411531851851851
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-183286,,72190,Other research and experimental development on natural sciences and engineering,2021-01-01,2022-12-31,0.0417238683127572
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-144500,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-12-31,0.42057659259259256
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154106,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.0668498901098901
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-175416,,90030,Artistic creation,2021-01-01,2022-12-31,0.0388031975308642
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-177808,,43290,Other construction installation,2021-01-01,2022-12-31,0.0208619341563786
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-177804,,43290,Other construction installation,2021-01-01,2022-12-31,0.104309670781893
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-178592,,90030,Artistic creation,2021-01-01,2022-12-31,0.001668954732510288
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-144504,,62020,Information technology consultancy activities,2021-01-01,2022-12-31,0.42057659259259256
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-175397,,90030,Artistic creation,2021-01-01,2022-12-31,0.02294812757201646
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176935,,26200,Manufacture of computers and peripheral equipment,2021-01-01,2022-12-31,0.050068641975308636
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-157749,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.04774992150706436
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154295,,62020,Information technology consultancy activities,2021-01-01,2022-09-30,0.04774992150706436
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177935,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-12-31,0.04568763580246913
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-186753,,91020,Museums activities,2021-01-01,2022-12-31,0.00417238683127572
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-158042,,88100,Social work activities without accommodation for the elderly and disabled,2021-01-01,2022-09-30,0.3294744583987441
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154289,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.04774992150706436
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-177124,,43110,Demolition,2021-01-01,2022-12-31,0.0208619341563786
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-175508,,62020,Information technology consultancy activities,2021-01-01,2023-12-31,0.051435918647166366
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154291,,78200,Temporary employment agency activities,2021-01-01,2022-09-30,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154107,,25110,Manufacture of metal structures and parts of structures,2021-01-01,2022-09-30,1.5041225274725276
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-141383,,69201,Accounting and auditing activities,2021-01-01,2022-12-31,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-151972,,62020,Information technology consultancy activities,2021-01-01,2022-09-30,0.02387496075353218
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176904,,64191,Banks,2021-01-01,2022-12-31,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154285,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.33902444270015697
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-144511,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-12-31,0.42057659259259256
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-151967,,69201,Accounting and auditing activities,2021-01-01,2022-09-30,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-157740,,78200,Temporary employment agency activities,2021-01-01,2022-09-30,0
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-177805,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-12-31,0.0062585802469135796
DEPARTMENT OF HEALTH,ocds-0c46vo-0517-181547,Central Government,86101,Hospital activities,2021-01-01,2023-12-31,0.6607207880621572
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177933,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-12-31,0.006508923456790123
CPD,ocds-0c46vo-0517-148663,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.5515115934065935
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154303,,70229,Management consultancy activities other than financial management,2021-01-01,2022-09-30,0.09549984301412873
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-176891,,43290,Other construction installation,2021-01-01,2022-12-31,0.0834477366255144
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-157750,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.04774992150706436
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-154305,,71122,Engineering related scientific and technical consulting activities,2021-01-01,2022-09-30,0.04774992150706436
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-157747,,26400,Manufacture of consumer electronics,2021-01-01,2022-09-30,0.1432497645211931
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-148515,,71122,Engineering related scientific and technical consulting activities,2021-01-04,2026-01-04,0.08611957228915662
FIRE DEPARTMENT,ocds-0c46vo-0517-143432,,25730,Manufacture of tools,2021-01-07,2024-01-06,0.3169564716636198
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-105715,,86101,Hospital activities,2021-01-07,2026-01-06,1.7500019178082193
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-144622,,43290,Other construction installation,2021-01-08,2023-02-23,39.196778350515466
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-143675,,43290,Other construction installation,2021-01-08,2023-02-28,38.94583866837388
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-144546,,45200,Maintenance and repair of motor vehicles,2021-01-12,2023-01-12,87.50009589041096
DEPT OF PROCUREMENT SERVICES,ocds-0c46vo-0517-142490,,45200,Maintenance and repair of motor vehicles,2021-01-16,2024-01-15,0.06062487600548446
OFFICE OF EMERGENCY COMMUNICATION,ocds-0c46vo-0517-146607,,14120,Manufacture of workwear,2021-01-22,2023-01-21,3.8798190666666663
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-144620,,43290,Other construction installation,2021-01-27,2023-02-28,39.91692913385827
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-110520,,71122,Engineering related scientific and technical consulting activities,2021-01-27,2026-01-26,0.5677370255102138
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-161703,,65120,Non,2021-01-27,2024-12-31,0
CHICAGO PUBLIC LIBRARY,ocds-0c46vo-0517-145536,,26200,Manufacture of computers and peripheral equipment,2021-02-01,2026-01-31,0.022216274346575342
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-153047,,69201,Accounting and auditing activities,2021-02-01,2022-06-30,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-153046,,69201,Accounting and auditing activities,2021-02-01,2022-06-30,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-153052,,69201,Accounting and auditing activities,2021-02-01,2022-06-30,0
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-146009,,71122,Engineering related scientific and technical consulting activities,2021-02-19,2023-02-28,4.1159269282814614
DEPARTMENT OF HEALTH,ocds-0c46vo-0517-143327,Central Government,82200,Activities of call centres,2021-02-19,2023-02-18,0.09613179259259258
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-144545,,45200,Maintenance and repair of motor vehicles,2021-02-19,2023-02-19,87.50009589041096
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-140238,,42220,Construction of utility projects for electricity and telecommunications,2021-02-22,2023-02-21,21.558722757201647
CHICAGO DEPARTMENT OF TRANSPORTATION,ocds-0c46vo-0517-161698,,71122,Engineering related scientific and technical consulting activities,2021-02-22,2022-12-31,0.3818935745937962
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-140239,,42220,Construction of utility projects for electricity and telecommunications,2021-02-24,2023-02-23,27.193009624485594
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-148131,,42220,Construction of utility projects for electricity and telecommunications,2021-02-25,2023-02-28,23.582175400068213
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-148089,,42220,Construction of utility projects for electricity and telecommunications,2021-02-25,2023-02-28,23.582175400068213
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-157957,,43290,Other construction installation,2021-02-25,2071-12-31,0.6248436298529966
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-148130,,42220,Construction of utility projects for electricity and telecommunications,2021-02-25,2023-02-28,24.20461810129604
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-134513,,42220,Construction of utility projects for electricity and telecommunications,2021-02-26,2023-02-28,502.6650545081967
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-152696,,72190,Other research and experimental development on natural sciences and engineering,2021-03-01,2022-06-30,0.7510296296296296
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-164369,,84110,General public administration activities,2021-03-01,2023-09-30,0.5622090097649522
DEPARTMENT OF WATER MANAGEMENT,ocds-0c46vo-0517-133503,,42220,Construction of utility projects for electricity and telecommunications,2021-03-01,2023-02-28,502.5431318930041
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-152695,,72190,Other research and experimental development on natural sciences and engineering,2021-03-01,2022-11-30,0.047600469483568074
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-152693,,72190,Other research and experimental development on natural sciences and engineering,2021-03-01,2022-11-30,2.4276239436619718
DEPT OF STREETS & SANITATION,ocds-0c46vo-0517-146299,,81300,Landscape service activities,2021-03-01,2026-02-28,2.9975432849753423
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-150388,,81229,Other building and industrial cleaning activities,2021-03-01,2023-02-28,26.286037037037037
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-150389,,71122,Engineering related scientific and technical consulting activities,2021-03-01,2023-02-28,1.460335390946502
DEPT OF STREETS & SANITATION,ocds-0c46vo-0517-146300,,81300,Landscape service activities,2021-03-01,2026-02-28,2.549579044056164
DEPT OF STREETS & SANITATION,ocds-0c46vo-0517-149101,,81300,Landscape service activities,2021-03-03,2026-03-02,6.14250673150685
OFFICE OF PUBLIC SAFETY ADMINISTRATION,ocds-0c46vo-0517-155121,,26400,Manufacture of consumer electronics,2021-03-05,2022-07-12,26.863931780226984
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-134950,,14120,Manufacture of workwear,2021-03-08,2026-03-07,0.2757243021632877
DEPT OF AVIATION,ocds-0c46vo-0517-183290,,43290,Other construction installation,2021-03-16,2030-12-31,12.09281937483925
DEPT OF AVIATION,ocds-0c46vo-0517-148384,,71122,Engineering related scientific and technical consulting activities,2021-03-22,2026-03-21,1.666668493150685
