id,source,source_id,ocid,language,title,description,value,currency,releasedate,startdate,enddate,buyer,streetaddress,locality,region,postcode,countryname,contactname,email,telephone,faxnumber,contact_url,tender_url,cpvs,date_created,date_updated,json,pubdate
177101441,td_eperolehan_my,QT190000000077208,ocds-0c46vo-0348-QT190000000077208,my,PERKHIDMATAN PENYELENGGARAAN 'AIR-COND' BAGI KLINIK KESIHATAN DAN KLINIK KOMUNITI DI BAWAH SELIAAN PEJABAT KESIHATAN BAHAGIAN SIBU SELAMA 1 TAHUN,,,,2020-02-14 12:00:00+00,2020-02-14 12:00:00+00,2020-02-21 12:00:00+00,JKN SARAWAK PEJABAT KESIHATAN BAHAGIAN SIBU UNIT,,SELANGOR,,,Malaysia,,,,,,https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=NYPchLhX&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml,"",2020-02-20 01:33:54.319956,2020-02-20 11:48:03.552745+00,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0348-QT190000000077208/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""QT190000000077208"", ""tag"": [""tender""], ""date"": ""2020-02-14T12:00:00+00:00"", ""ocid"": ""ocds-0c46vo-0348-QT190000000077208"", ""buyer"": {""name"": ""JKN SARAWAK PEJABAT KESIHATAN BAHAGIAN SIBU UNIT"", ""address"": {""locality"": ""SELANGOR"", ""countryName"": ""Malaysia""}}, ""tender"": {""id"": ""QT190000000077208"", ""title"": ""PERKHIDMATAN PENYELENGGARAAN 'AIR-COND' BAGI KLINIK KESIHATAN DAN KLINIK KOMUNITI DI BAWAH SELIAAN PEJABAT KESIHATAN BAHAGIAN SIBU SELAMA 1 TAHUN"", ""status"": ""active"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=NYPchLhX&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""tenderPeriod"": {""endDate"": ""2020-02-21T12:00:00+00:00"", ""startDate"": ""2020-02-14T12:00:00+00:00""}, ""procurementMethod"": ""open""}, ""language"": ""my"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-02-20T11:47:18.186172+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-14 12:00:00+00
177090320,td_eperolehan_my,QT190000000077231,ocds-0c46vo-0348-QT190000000077231,my,"SEBUT HARGA SEWAAN DUA (2) UNIT MESIN PENYALIN DI PEJABAT KEMENTERIAN PERDAGANGAN ANTARABANGSA & INDUSTRI (MITI), WILAYAH SABAH BAGI TEMPOH DUA (2) TAHUN",,,,2020-02-19 12:00:00+00,2020-02-19 12:00:00+00,2020-02-22 12:00:00+00,PENGARAH WILAYAH MITI SABAH,,,,,Malaysia,,,,,,https://www.eperolehan.gov.my/quotation-tender-notice,"",2020-02-19 18:14:23.048818,2020-02-20 11:48:05.841494+00,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0348-QT190000000077231/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""QT190000000077231"", ""tag"": [""tender""], ""date"": ""2020-02-19T12:00:00+00:00"", ""ocid"": ""ocds-0c46vo-0348-QT190000000077231"", ""buyer"": {""name"": ""PENGARAH WILAYAH MITI SABAH"", ""address"": {""countryName"": ""Malaysia""}}, ""tender"": {""id"": ""QT190000000077231"", ""title"": ""SEBUT HARGA SEWAAN DUA (2) UNIT MESIN PENYALIN DI PEJABAT KEMENTERIAN PERDAGANGAN ANTARABANGSA & INDUSTRI (MITI), WILAYAH SABAH BAGI TEMPOH DUA (2) TAHUN"", ""status"": ""active"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://www.eperolehan.gov.my/quotation-tender-notice"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""tenderPeriod"": {""endDate"": ""2020-02-22T12:00:00+00:00"", ""startDate"": ""2020-02-19T12:00:00+00:00""}, ""procurementMethod"": ""open""}, ""language"": ""my"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-02-20T11:47:52.514460+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-19 12:00:00+00
177318783,td_eperolehan_my,QT190000000077338,ocds-0c46vo-0348-QT190000000077338,my,SISTEM PENGURUSAN MAKLUMAT BERSEPADU MACA (SPMB),,,,2020-01-31 12:00:00+00,2020-01-31 12:00:00+00,2020-02-24 12:00:00+00,AKADEMI PENCEGAHAN RASUAH MALAYSIA (MACA),,,,,Malaysia,,,,,,https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=NYPchLhX&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml,"",2020-02-20 11:48:02.105552,2020-02-20 11:48:02.105552+00,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0348-QT190000000077338/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""QT190000000077338"", ""tag"": [""tender""], ""date"": ""2020-01-31T12:00:00+00:00"", ""ocid"": ""ocds-0c46vo-0348-QT190000000077338"", ""buyer"": {""name"": ""AKADEMI PENCEGAHAN RASUAH MALAYSIA (MACA)"", ""address"": {""countryName"": ""Malaysia""}}, ""tender"": {""id"": ""QT190000000077338"", ""title"": ""SISTEM PENGURUSAN MAKLUMAT BERSEPADU MACA (SPMB)"", ""status"": ""active"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=NYPchLhX&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""tenderPeriod"": {""endDate"": ""2020-02-24T12:00:00+00:00"", ""startDate"": ""2020-01-31T12:00:00+00:00""}, ""procurementMethod"": ""open""}, ""language"": ""my"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-02-20T11:47:00.570325+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-01-31 12:00:00+00
177318809,td_eperolehan_my,QT190000000077411,ocds-0c46vo-0348-QT190000000077411,my,"TENDER FOR THE PROCUREMENT OF HD NEWS STUDIO FOR JABATAN PENYIARAN MALAYSIA KOTA KINABALU, KEDAH, JOHOR & TERENGGANU",,,,2020-01-31 12:00:00+00,2020-01-31 12:00:00+00,2020-02-26 12:00:00+00,KEMENTERIAN KOMUNIKASI DAN MULTIMEDIA-PENTADBIRAN DAN KEWANGAN,,,,,Malaysia,,,,,,https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=NYPchLhX&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml,"",2020-02-20 11:48:02.322735,2020-02-20 11:48:02.322735+00,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0348-QT190000000077411/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""QT190000000077411"", ""tag"": [""tender""], ""date"": ""2020-01-31T12:00:00+00:00"", ""ocid"": ""ocds-0c46vo-0348-QT190000000077411"", ""buyer"": {""name"": ""KEMENTERIAN KOMUNIKASI DAN MULTIMEDIA-PENTADBIRAN DAN KEWANGAN"", ""address"": {""countryName"": ""Malaysia""}}, ""tender"": {""id"": ""QT190000000077411"", ""title"": ""TENDER FOR THE PROCUREMENT OF HD NEWS STUDIO FOR JABATAN PENYIARAN MALAYSIA KOTA KINABALU, KEDAH, JOHOR & TERENGGANU"", ""status"": ""active"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=NYPchLhX&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""tenderPeriod"": {""endDate"": ""2020-02-26T12:00:00+00:00"", ""startDate"": ""2020-01-31T12:00:00+00:00""}, ""procurementMethod"": ""open""}, ""language"": ""my"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-02-20T11:47:02.150556+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-01-31 12:00:00+00
177090319,td_eperolehan_my,QT190000000077416,ocds-0c46vo-0348-QT190000000077416,my,"MEMBEKAL DAN MENGHANTAR PERKAKAS PERUBATAN PAKAI BUANG (i) FLUID FILTER 0.2 UM 12 CM² 24 HOURS (INFULFIL OR EQUIVALENT) (ii) NEONATAL IV FILTER WITH POSITIVE CHARGED MEMBRANE 0.2 UM KE UNIT FARMASI LOGISTIK, JABATAN FARMASI, HOSPITAL UMUM SARAWAK (19/SF/183)",,,,2020-02-19 12:00:00+00,2020-02-19 12:00:00+00,2020-02-27 12:00:00+00,JKN SARAWAK HOSPITAL KUCHING UNIT PENTADBIRAN/ KEWANGAN/PENGURUSAN,,SARAWAK,,,Malaysia,,,,,,https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=ICMB0G2x&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml,"",2020-02-19 18:14:23.044981,2020-02-20 11:48:05.837811+00,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0348-QT190000000077416/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""QT190000000077416"", ""tag"": [""tender""], ""date"": ""2020-02-19T12:00:00+00:00"", ""ocid"": ""ocds-0c46vo-0348-QT190000000077416"", ""buyer"": {""name"": ""JKN SARAWAK HOSPITAL KUCHING UNIT PENTADBIRAN/ KEWANGAN/PENGURUSAN"", ""address"": {""locality"": ""SARAWAK"", ""countryName"": ""Malaysia""}}, ""tender"": {""id"": ""QT190000000077416"", ""title"": ""MEMBEKAL DAN MENGHANTAR PERKAKAS PERUBATAN PAKAI BUANG (i) FLUID FILTER 0.2 UM 12 CM² 24 HOURS (INFULFIL OR EQUIVALENT) (ii) NEONATAL IV FILTER WITH POSITIVE CHARGED MEMBRANE 0.2 UM KE UNIT FARMASI LOGISTIK, JABATAN FARMASI, HOSPITAL UMUM SARAWAK (19/SF/183)"", ""status"": ""active"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=ICMB0G2x&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""tenderPeriod"": {""endDate"": ""2020-02-27T12:00:00+00:00"", ""startDate"": ""2020-02-19T12:00:00+00:00""}, ""procurementMethod"": ""open""}, ""language"": ""my"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-02-20T11:47:52.441793+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-19 12:00:00+00
177090318,td_eperolehan_my,QT190000000077459,ocds-0c46vo-0348-QT190000000077459,my,Sebutharga Perolehan dakwat pencetak bagi kegunaan Kolej Komuniti Kuala Terengganu bagi tahun 2020,,,,2020-02-19 12:00:00+00,2020-02-19 12:00:00+00,2020-02-22 12:00:00+00,KOLEJ KOMUNITI KUALA TERENGGANU,,,,,Malaysia,,,,,,https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=ICMB0G2x&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=5&p_p_col_pos=2&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml,"",2020-02-19 18:14:23.041148,2020-02-20 11:48:05.834477+00,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0348-QT190000000077459/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""QT190000000077459"", ""tag"": [""tender""], ""date"": ""2020-02-19T12:00:00+00:00"", ""ocid"": ""ocds-0c46vo-0348-QT190000000077459"", ""buyer"": {""name"": ""KOLEJ KOMUNITI KUALA TERENGGANU"", ""address"": {""countryName"": ""Malaysia""}}, ""tender"": {""id"": ""QT190000000077459"", ""title"": ""Sebutharga Perolehan dakwat pencetak bagi kegunaan Kolej Komuniti Kuala Terengganu bagi tahun 2020"", ""status"": ""active"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=ICMB0G2x&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=5&p_p_col_pos=2&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""tenderPeriod"": {""endDate"": ""2020-02-22T12:00:00+00:00"", ""startDate"": ""2020-02-19T12:00:00+00:00""}, ""procurementMethod"": ""open""}, ""language"": ""my"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-02-20T11:47:52.373900+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-19 12:00:00+00
177101440,td_eperolehan_my,QT190000000077634,ocds-0c46vo-0348-QT190000000077634,my,"PERKHIDMATAN SEWAAN ENAM (6) UNIT MESIN PENYALIN PENGIMBAS DAN PENCETAK DIGITAL (BERWARNA) SELAMA TIGA PULUH ENAM (36) BULAN  KE BAHAGIAN KEJURUTERAAN PERTANIAN, JABATAN PERTANIAN",,,,2020-02-13 12:00:00+00,2020-02-13 12:00:00+00,2020-02-20 12:00:00+00,KEJURUTERAAN PERTANIAN SERDANG,,SELANGOR,,,Malaysia,,,,,,https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=NYPchLhX&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml,"",2020-02-20 01:33:54.313696,2020-02-20 11:48:03.547281+00,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0348-QT190000000077634/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""QT190000000077634"", ""tag"": [""tender""], ""date"": ""2020-02-13T12:00:00+00:00"", ""ocid"": ""ocds-0c46vo-0348-QT190000000077634"", ""buyer"": {""name"": ""KEJURUTERAAN PERTANIAN SERDANG"", ""address"": {""locality"": ""SELANGOR"", ""countryName"": ""Malaysia""}}, ""tender"": {""id"": ""QT190000000077634"", ""title"": ""PERKHIDMATAN SEWAAN ENAM (6) UNIT MESIN PENYALIN PENGIMBAS DAN PENCETAK DIGITAL (BERWARNA) SELAMA TIGA PULUH ENAM (36) BULAN  KE BAHAGIAN KEJURUTERAAN PERTANIAN, JABATAN PERTANIAN"", ""status"": ""active"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=NYPchLhX&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""tenderPeriod"": {""endDate"": ""2020-02-20T12:00:00+00:00"", ""startDate"": ""2020-02-13T12:00:00+00:00""}, ""procurementMethod"": ""open""}, ""language"": ""my"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-02-20T11:47:18.121528+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-13 12:00:00+00
177318840,td_eperolehan_my,QT190000000077635,ocds-0c46vo-0348-QT190000000077635,my,Kontrak Perkhidmatan Memotong Rumput Dan Mencuci Longkang Di Markas Stesen Staf Temerloh (Kem Batu 3) Dan Lapang Sasar Pasir Laba (Kem Batu 5) Temerloh Pahang,,,,2020-02-06 12:00:00+00,2020-02-06 12:00:00+00,2020-03-03 12:00:00+00,BAHAGIAN PEMBANGUNAN,,,,,Malaysia,,,,,,https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=NYPchLhX&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml,"",2020-02-20 11:48:02.494550,2020-02-20 11:48:02.49455+00,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0348-QT190000000077635/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""QT190000000077635"", ""tag"": [""tender""], ""date"": ""2020-02-06T12:00:00+00:00"", ""ocid"": ""ocds-0c46vo-0348-QT190000000077635"", ""buyer"": {""name"": ""BAHAGIAN PEMBANGUNAN"", ""address"": {""countryName"": ""Malaysia""}}, ""tender"": {""id"": ""QT190000000077635"", ""title"": ""Kontrak Perkhidmatan Memotong Rumput Dan Mencuci Longkang Di Markas Stesen Staf Temerloh (Kem Batu 3) Dan Lapang Sasar Pasir Laba (Kem Batu 5) Temerloh Pahang"", ""status"": ""active"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=NYPchLhX&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""tenderPeriod"": {""endDate"": ""2020-03-03T12:00:00+00:00"", ""startDate"": ""2020-02-06T12:00:00+00:00""}, ""procurementMethod"": ""open""}, ""language"": ""my"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-02-20T11:47:04.148266+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-06 12:00:00+00
177318839,td_eperolehan_my,QT190000000077638,ocds-0c46vo-0348-QT190000000077638,my,"MEMBEKAL RANGSUM SEGAR (AYAM, DAGING, IKAN DAN PERENCAH) UNTUK ANGKATAN TENTERA MALAYSIA (ATM) BAGI KAWASAN III SABAH (WILAYAH PERSEKUTUAN LABUAN DAN TELUK SEPANGGAR, KOTA KINABALU) BAGI TEMPOH TIGA (3) TAHUN",,,,2020-02-05 12:00:00+00,2020-02-05 12:00:00+00,2020-03-05 12:00:00+00,BAHAGIAN PEROLEHAN,,,,,Malaysia,,,,,,https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=NYPchLhX&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml,"",2020-02-20 11:48:02.491117,2020-02-20 11:48:02.491117+00,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0348-QT190000000077638/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""QT190000000077638"", ""tag"": [""tender""], ""date"": ""2020-02-05T12:00:00+00:00"", ""ocid"": ""ocds-0c46vo-0348-QT190000000077638"", ""buyer"": {""name"": ""BAHAGIAN PEROLEHAN"", ""address"": {""countryName"": ""Malaysia""}}, ""tender"": {""id"": ""QT190000000077638"", ""title"": ""MEMBEKAL RANGSUM SEGAR (AYAM, DAGING, IKAN DAN PERENCAH) UNTUK ANGKATAN TENTERA MALAYSIA (ATM) BAGI KAWASAN III SABAH (WILAYAH PERSEKUTUAN LABUAN DAN TELUK SEPANGGAR, KOTA KINABALU) BAGI TEMPOH TIGA (3) TAHUN"", ""status"": ""active"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=NYPchLhX&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=1&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""tenderPeriod"": {""endDate"": ""2020-03-05T12:00:00+00:00"", ""startDate"": ""2020-02-05T12:00:00+00:00""}, ""procurementMethod"": ""open""}, ""language"": ""my"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-02-20T11:47:04.070196+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-05 12:00:00+00
177318933,td_eperolehan_my,QT190000000077654,ocds-0c46vo-0348-QT190000000077654,my,Perkhidmatan Khidmat Bandaran di Kawasan Pahang Tenggara,,,,2020-02-11 12:00:00+00,2020-02-11 12:00:00+00,2020-03-02 12:00:00+00,PENTADBIRAN AM - KEMENTERIAN PEMBANGUNAN LUAR BANDAR,,,,,Malaysia,,,,,,https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=NYPchLhX&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=5&p_p_col_pos=2&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml,"",2020-02-20 11:48:02.919082,2020-02-20 11:48:02.919082+00,"{""uri"": ""https://openopps.com/tenders/ocds-0c46vo-0348-QT190000000077654/?format=json"", ""license"": ""https://opendatacommons.org/licenses/odbl/"", ""releases"": [{""id"": ""QT190000000077654"", ""tag"": [""tender""], ""date"": ""2020-02-11T12:00:00+00:00"", ""ocid"": ""ocds-0c46vo-0348-QT190000000077654"", ""buyer"": {""name"": ""PENTADBIRAN AM - KEMENTERIAN PEMBANGUNAN LUAR BANDAR"", ""address"": {""countryName"": ""Malaysia""}}, ""tender"": {""id"": ""QT190000000077654"", ""title"": ""Perkhidmatan Khidmat Bandaran di Kawasan Pahang Tenggara"", ""status"": ""active"", ""documents"": [{""id"": ""tender_url"", ""url"": ""https://www.eperolehan.gov.my/quotation-tender-notice?p_auth=NYPchLhX&p_p_id=scNoticeBoard_WAR_NGePportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-1&p_p_col_count=5&p_p_col_pos=2&_scNoticeBoard_WAR_NGePportlet__facesViewIdRender=%2Fxhtml%2Fsc%2Fnoticeboard%2Fresultview%2FnbMainPage.xhtml"", ""format"": ""text/html"", ""language"": ""en"", ""documentType"": ""tenderNotice""}], ""tenderPeriod"": {""endDate"": ""2020-03-02T12:00:00+00:00"", ""startDate"": ""2020-02-11T12:00:00+00:00""}, ""procurementMethod"": ""open""}, ""language"": ""my"", ""initiationType"": ""tender""}], ""publisher"": {""uid"": ""https://beta.companieshouse.gov.uk/company/04962733"", ""uri"": ""https://openopps.com"", ""name"": ""Open Opps"", ""scheme"": ""Companies House""}, ""publishedDate"": ""2020-02-20T11:47:09.713696+00:00"", ""publicationPolicy"": ""https://openopps.com/legal/""}",2020-02-11 12:00:00+00
